,,,Term
,,,Annual 2022-2023
College Name,,EOPS Status,Student Count
Alameda Total,,,"9,659"
,EOPS and CARE participant,,12
,EOPS participant,,737
,Not an EOPS/CARE participant,,"8,910"
Allan Hancock Total,,,"17,411"
,EOPS and CARE participant,,56
,EOPS participant,,"1,001"
,Not an EOPS/CARE participant,,"16,354"
American River Total,,,"37,939"
,EOPS and CARE participant,,69
,EOPS participant,,946
,Not an EOPS/CARE participant,,"36,924"
Antelope Valley Total,,,"15,030"
,EOPS and CARE participant,,55
,EOPS participant,,411
,Not an EOPS/CARE participant,,"14,564"
Bakersfield Total,,,"37,059"
,EOPS and CARE participant,,77
,EOPS participant,,"1,991"
,Not an EOPS/CARE participant,,"34,991"
Barstow Total,,,"4,488"
,EOPS and CARE participant,,62
,EOPS participant,,366
,Not an EOPS/CARE participant,,"4,060"
Berkeley City Total,,,"10,563"
,EOPS and CARE participant,,10
,EOPS participant,,144
,Not an EOPS/CARE participant,,"10,409"
Butte Total,,,"12,442"
,EOPS and CARE participant,,41
,EOPS participant,,574
,Not an EOPS/CARE participant,,"11,827"
Cabrillo Total,,,"13,506"
,EOPS and CARE participant,,36
,EOPS participant,,374
,Not an EOPS/CARE participant,,"13,096"
Calbright College Total,,,33
,Not an EOPS/CARE participant,,33
Canada Total,,,"8,489"
,EOPS and CARE participant,,5
,EOPS participant,,193
,Not an EOPS/CARE participant,,"8,291"
Canyons Total,,,"30,618"
,EOPS and CARE participant,,15
,EOPS participant,,300
,Not an EOPS/CARE participant,,"30,303"
Cerritos Total,,,"30,249"
,EOPS and CARE participant,,71
,EOPS participant,,877
,Not an EOPS/CARE participant,,"29,301"
Cerro Coso Total,,,"7,043"
,EOPS and CARE participant,,22
,EOPS participant,,221
,Not an EOPS/CARE participant,,"6,800"
Chabot Hayward Total,,,"15,450"
,EOPS and CARE participant,,18
,EOPS participant,,413
,Not an EOPS/CARE participant,,"15,019"
Chaffey Total,,,"25,795"
,EOPS and CARE participant,,68
,EOPS participant,,956
,Not an EOPS/CARE participant,,"24,771"
Citrus Total,,,"14,939"
,EOPS and CARE participant,,26
,EOPS participant,,633
,Not an EOPS/CARE participant,,"14,280"
Clovis Total,,,"12,122"
,EOPS and CARE participant,,49
,EOPS participant,,565
,Not an EOPS/CARE participant,,"11,508"
Coalinga College Total,,,"4,527"
,EOPS and CARE participant,,7
,EOPS participant,,218
,Not an EOPS/CARE participant,,"4,302"
Coastline Total,,,"13,911"
,EOPS and CARE participant,,31
,EOPS participant,,299
,Not an EOPS/CARE participant,,"13,581"
Columbia Total,,,"3,398"
,EOPS and CARE participant,,16
,EOPS participant,,173
,Not an EOPS/CARE participant,,"3,209"
Compton Total,,,"5,619"
,EOPS and CARE participant,,72
,EOPS participant,,369
,Not an EOPS/CARE participant,,"5,178"
Contra Costa Total,,,"8,828"
,EOPS and CARE participant,,22
,EOPS participant,,584
,Not an EOPS/CARE participant,,"8,222"
Copper Mountain College Total,,,"1,935"
,EOPS and CARE participant,,13
,EOPS participant,,154
,Not an EOPS/CARE participant,,"1,768"
Cosumnes River Total,,,"18,467"
,EOPS and CARE participant,,20
,EOPS participant,,575
,Not an EOPS/CARE participant,,"17,872"
Crafton Hills Total,,,"7,091"
,EOPS and CARE participant,,21
,EOPS participant,,258
,Not an EOPS/CARE participant,,"6,812"
Cuesta Total,,,"15,303"
,EOPS and CARE participant,,35
,EOPS participant,,201
,Not an EOPS/CARE participant,,"15,067"
Cuyamaca Total,,,"11,677"
,EOPS and CARE participant,,40
,EOPS participant,,705
,Not an EOPS/CARE participant,,"10,932"
Cypress Total,,,"17,225"
,EOPS and CARE participant,,52
,EOPS participant,,800
,Not an EOPS/CARE participant,,"16,373"
Deanza Total,,,"24,732"
,EOPS and CARE participant,,7
,EOPS participant,,587
,Not an EOPS/CARE participant,,"24,138"
Desert Total,,,"15,834"
,EOPS and CARE participant,,33
,EOPS participant,,476
,Not an EOPS/CARE participant,,"15,325"
Diablo Valley Total,,,"22,236"
,EOPS and CARE participant,,39
,EOPS participant,,520
,Not an EOPS/CARE participant,,"21,677"
East LA Total,,,"49,289"
,EOPS and CARE participant,,51
,EOPS participant,,"1,100"
,Not an EOPS/CARE participant,,"48,138"
El Camino Total,,,"30,261"
,EOPS and CARE participant,,88
,EOPS participant,,"1,164"
,Not an EOPS/CARE participant,,"29,009"
Evergreen Valley Total,,,"11,691"
,EOPS and CARE participant,,16
,EOPS participant,,276
,Not an EOPS/CARE participant,,"11,399"
Feather River Total,,,"2,545"
,EOPS and CARE participant,,7
,EOPS participant,,72
,Not an EOPS/CARE participant,,"2,466"
Folsom Lake Total,,,"12,325"
,EOPS and CARE participant,,28
,EOPS participant,,264
,Not an EOPS/CARE participant,,"12,033"
