,,,Term
,,,Annual 2013-2014
College Name,,EOPS Status,Student Count
Alameda Total,,,"10,927"
,EOPS and CARE participant,,32
,EOPS participant,,564
,Not an EOPS/CARE participant,,"10,331"
Allan Hancock Total,,,"20,345"
,EOPS and CARE participant,,130
,EOPS participant,,599
,Not an EOPS/CARE participant,,"19,616"
American River Total,,,"42,528"
,EOPS and CARE participant,,109
,EOPS participant,,806
,Not an EOPS/CARE participant,,"41,613"
Antelope Valley Total,,,"19,206"
,EOPS and CARE participant,,90
,EOPS participant,,602
,Not an EOPS/CARE participant,,"18,514"
Bakersfield Total,,,"24,556"
,EOPS and CARE participant,,118
,EOPS participant,,825
,Not an EOPS/CARE participant,,"23,613"
Barstow Total,,,"4,799"
,EOPS and CARE participant,,73
,EOPS participant,,244
,Not an EOPS/CARE participant,,"4,482"
Berkeley City Total,,,"11,454"
,EOPS and CARE participant,,21
,EOPS participant,,259
,Not an EOPS/CARE participant,,"11,174"
Butte Total,,,"16,368"
,EOPS and CARE participant,,94
,EOPS participant,,"1,137"
,Not an EOPS/CARE participant,,"15,137"
Cabrillo Total,,,"17,870"
,EOPS and CARE participant,,60
,EOPS participant,,201
,Not an EOPS/CARE participant,,"17,609"
Canada Total,,,"10,402"
,EOPS and CARE participant,,28
,EOPS participant,,398
,Not an EOPS/CARE participant,,"9,976"
Canyons Total,,,"31,121"
,EOPS and CARE participant,,56
,EOPS participant,,434
,Not an EOPS/CARE participant,,"30,631"
Cerritos Total,,,"30,512"
,EOPS and CARE participant,,60
,EOPS participant,,822
,Not an EOPS/CARE participant,,"29,630"
Cerro Coso Total,,,"6,952"
,EOPS and CARE participant,,38
,EOPS participant,,257
,Not an EOPS/CARE participant,,"6,657"
Chabot Hayward Total,,,"18,792"
,EOPS and CARE participant,,41
,EOPS participant,,281
,Not an EOPS/CARE participant,,"18,470"
Chaffey Total,,,"26,553"
,EOPS and CARE participant,,65
,EOPS participant,,980
,Not an EOPS/CARE participant,,"25,508"
Citrus Total,,,"18,769"
,EOPS and CARE participant,,26
,EOPS participant,,632
,Not an EOPS/CARE participant,,"18,111"
Coalinga College Total,,,"4,565"
,EOPS and CARE participant,,13
,EOPS participant,,172
,Not an EOPS/CARE participant,,"4,380"
Coastline Total,,,"15,615"
,EOPS and CARE participant,,17
,EOPS participant,,143
,Not an EOPS/CARE participant,,"15,455"
Columbia Total,,,"4,420"
,EOPS and CARE participant,,9
,EOPS participant,,176
,Not an EOPS/CARE participant,,"4,235"
Compton Total,,,"12,769"
,EOPS and CARE participant,,181
,EOPS participant,,834
,Not an EOPS/CARE participant,,"11,754"
Contra Costa Total,,,"11,088"
,EOPS and CARE participant,,58
,EOPS participant,,614
,Not an EOPS/CARE participant,,"10,416"
Copper Mountain College Total,,,"2,766"
,EOPS and CARE participant,,23
,EOPS participant,,120
,Not an EOPS/CARE participant,,"2,623"
Cosumnes River Total,,,"19,333"
,EOPS and CARE participant,,71
,EOPS participant,,632
,Not an EOPS/CARE participant,,"18,630"
Crafton Hills Total,,,"7,446"
,EOPS and CARE participant,,38
,EOPS participant,,431
,Not an EOPS/CARE participant,,"6,977"
Cuesta Total,,,"14,189"
,EOPS and CARE participant,,41
,EOPS participant,,210
,Not an EOPS/CARE participant,,"13,938"
Cuyamaca Total,,,"13,863"
,EOPS and CARE participant,,69
,EOPS participant,,629
,Not an EOPS/CARE participant,,"13,165"
Cypress Total,,,"20,443"
,EOPS and CARE participant,,47
,EOPS participant,,452
,Not an EOPS/CARE participant,,"19,944"
Deanza Total,,,"35,034"
,EOPS and CARE participant,,16
,EOPS participant,,658
,Not an EOPS/CARE participant,,"34,360"
Desert Total,,,"13,537"
,EOPS and CARE participant,,54
,EOPS participant,,283
,Not an EOPS/CARE participant,,"13,200"
Diablo Valley Total,,,"29,549"
,EOPS and CARE participant,,49
,EOPS participant,,625
,Not an EOPS/CARE participant,,"28,875"
East LA Total,,,"54,850"
,EOPS and CARE participant,,3
,EOPS participant,,"1,776"
,Not an EOPS/CARE participant,,"53,071"
El Camino Total,,,"32,650"
,EOPS and CARE participant,,131
,EOPS participant,,"1,195"
,Not an EOPS/CARE participant,,"31,324"
Evergreen Valley Total,,,"13,743"
,EOPS and CARE participant,,42
,EOPS participant,,604
,Not an EOPS/CARE participant,,"13,097"
Feather River Total,,,"2,935"
