,,,Term
,,,Annual 2017-2018
College Name,,EOPS Status,Student Count
Alameda Total,,,"10,482"
,EOPS and CARE participant,,44
,EOPS participant,,572
,Not an EOPS/CARE participant,,"9,866"
Allan Hancock Total,,,"21,047"
,EOPS and CARE participant,,113
,EOPS participant,,994
,Not an EOPS/CARE participant,,"19,940"
American River Total,,,"45,364"
,EOPS and CARE participant,,84
,EOPS participant,,"1,200"
,Not an EOPS/CARE participant,,"44,080"
Antelope Valley Total,,,"19,001"
,EOPS and CARE participant,,107
,EOPS participant,,775
,Not an EOPS/CARE participant,,"18,119"
Bakersfield Total,,,"33,474"
,EOPS and CARE participant,,97
,EOPS participant,,"1,368"
,Not an EOPS/CARE participant,,"32,009"
Barstow Total,,,"4,493"
,EOPS and CARE participant,,68
,EOPS participant,,461
,Not an EOPS/CARE participant,,"3,964"
Berkeley City Total,,,"11,085"
,EOPS and CARE participant,,9
,EOPS participant,,286
,Not an EOPS/CARE participant,,"10,790"
Butte Total,,,"15,581"
,EOPS and CARE participant,,88
,EOPS participant,,"1,186"
,Not an EOPS/CARE participant,,"14,307"
Cabrillo Total,,,"17,330"
,EOPS and CARE participant,,52
,EOPS participant,,461
,Not an EOPS/CARE participant,,"16,817"
Canada Total,,,"9,590"
,EOPS and CARE participant,,21
,EOPS participant,,394
,Not an EOPS/CARE participant,,"9,175"
Canyons Total,,,"32,950"
,EOPS and CARE participant,,32
,EOPS participant,,556
,Not an EOPS/CARE participant,,"32,362"
Cerritos Total,,,"31,562"
,EOPS and CARE participant,,54
,EOPS participant,,"1,195"
,Not an EOPS/CARE participant,,"30,313"
Cerro Coso Total,,,"8,180"
,EOPS and CARE participant,,24
,EOPS participant,,395
,Not an EOPS/CARE participant,,"7,761"
Chabot Hayward Total,,,"19,564"
,EOPS and CARE participant,,41
,EOPS participant,,413
,Not an EOPS/CARE participant,,"19,110"
Chaffey Total,,,"30,638"
,EOPS and CARE participant,,60
,EOPS participant,,963
,Not an EOPS/CARE participant,,"29,615"
Citrus Total,,,"20,112"
,EOPS and CARE participant,,20
,EOPS participant,,782
,Not an EOPS/CARE participant,,"19,310"
Clovis Total,,,"11,154"
,EOPS and CARE participant,,56
,EOPS participant,,331
,Not an EOPS/CARE participant,,"10,767"
Coalinga College Total,,,"5,356"
,EOPS and CARE participant,,22
,EOPS participant,,263
,Not an EOPS/CARE participant,,"5,071"
Coastline Total,,,"18,404"
,EOPS and CARE participant,,12
,EOPS participant,,388
,Not an EOPS/CARE participant,,"18,004"
Columbia Total,,,"4,134"
,EOPS and CARE participant,,23
,EOPS participant,,318
,Not an EOPS/CARE participant,,"3,793"
Compton Total,,,"12,242"
,EOPS and CARE participant,,125
,EOPS participant,,705
,Not an EOPS/CARE participant,,"11,412"
Contra Costa Total,,,"10,835"
,EOPS and CARE participant,,38
,EOPS participant,,812
,Not an EOPS/CARE participant,,"9,985"
Copper Mountain College Total,,,"2,851"
,EOPS and CARE participant,,48
,EOPS participant,,179
,Not an EOPS/CARE participant,,"2,624"
Cosumnes River Total,,,"19,816"
,EOPS and CARE participant,,42
,EOPS participant,,674
,Not an EOPS/CARE participant,,"19,100"
Crafton Hills Total,,,"8,600"
,EOPS and CARE participant,,50
,EOPS participant,,453
,Not an EOPS/CARE participant,,"8,097"
Cuesta Total,,,"16,739"
,EOPS and CARE participant,,60
,EOPS participant,,278
,Not an EOPS/CARE participant,,"16,401"
Cuyamaca Total,,,"13,698"
,EOPS and CARE participant,,49
,EOPS participant,,"1,053"
,Not an EOPS/CARE participant,,"12,596"
Cypress Total,,,"21,127"
,EOPS and CARE participant,,52
,EOPS participant,,841
,Not an EOPS/CARE participant,,"20,234"
Deanza Total,,,"30,126"
,EOPS and CARE participant,,2
,EOPS participant,,839
,Not an EOPS/CARE participant,,"29,285"
Desert Total,,,"16,250"
,EOPS and CARE participant,,76
,EOPS participant,,416
,Not an EOPS/CARE participant,,"15,758"
Diablo Valley Total,,,"28,880"
,EOPS and CARE participant,,40
,EOPS participant,,804
,Not an EOPS/CARE participant,,"28,036"
East LA Total,,,"61,946"
,EOPS and CARE participant,,82
,EOPS participant,,"2,102"
,Not an EOPS/CARE participant,,"59,762"
El Camino Total,,,"33,930"
,EOPS and CARE participant,,134
,EOPS participant,,"1,720"
,Not an EOPS/CARE participant,,"32,076"
