,,,Term
,,,Annual 2012-2013
College Name,,EOPS Status,Student Count
Alameda Total,,,"11,419"
,EOPS and CARE participant,,48
,EOPS participant,,519
,Not an EOPS/CARE participant,,"10,852"
Allan Hancock Total,,,"20,777"
,EOPS and CARE participant,,164
,EOPS participant,,700
,Not an EOPS/CARE participant,,"19,913"
American River Total,,,"44,500"
,EOPS and CARE participant,,85
,EOPS participant,,857
,Not an EOPS/CARE participant,,"43,558"
Antelope Valley Total,,,"18,242"
,EOPS and CARE participant,,101
,EOPS participant,,589
,Not an EOPS/CARE participant,,"17,552"
Bakersfield Total,,,"23,885"
,EOPS and CARE participant,,120
,EOPS participant,,595
,Not an EOPS/CARE participant,,"23,170"
Barstow Total,,,"5,217"
,EOPS and CARE participant,,54
,EOPS participant,,243
,Not an EOPS/CARE participant,,"4,920"
Berkeley City Total,,,"11,227"
,EOPS and CARE participant,,31
,EOPS participant,,235
,Not an EOPS/CARE participant,,"10,961"
Butte Total,,,"17,056"
,EOPS and CARE participant,,106
,EOPS participant,,"1,179"
,Not an EOPS/CARE participant,,"15,771"
Cabrillo Total,,,"17,933"
,EOPS and CARE participant,,50
,EOPS participant,,182
,Not an EOPS/CARE participant,,"17,701"
Canada Total,,,"10,278"
,EOPS and CARE participant,,32
,EOPS participant,,398
,Not an EOPS/CARE participant,,"9,848"
Canyons Total,,,"27,355"
,EOPS and CARE participant,,44
,EOPS participant,,431
,Not an EOPS/CARE participant,,"26,880"
Cerritos Total,,,"30,075"
,EOPS and CARE participant,,64
,EOPS participant,,695
,Not an EOPS/CARE participant,,"29,316"
Cerro Coso Total,,,"6,531"
,EOPS and CARE participant,,39
,EOPS participant,,260
,Not an EOPS/CARE participant,,"6,232"
Chabot Hayward Total,,,"18,648"
,EOPS and CARE participant,,47
,EOPS participant,,220
,Not an EOPS/CARE participant,,"18,381"
Chaffey Total,,,"23,891"
,EOPS and CARE participant,,58
,EOPS participant,,791
,Not an EOPS/CARE participant,,"23,042"
Citrus Total,,,"16,558"
,EOPS and CARE participant,,37
,EOPS participant,,563
,Not an EOPS/CARE participant,,"15,958"
Coalinga College Total,,,"4,397"
,EOPS and CARE participant,,11
,EOPS participant,,146
,Not an EOPS/CARE participant,,"4,240"
Coastline Total,,,"13,562"
,EOPS and CARE participant,,7
,EOPS participant,,144
,Not an EOPS/CARE participant,,"13,411"
Columbia Total,,,"4,527"
,EOPS and CARE participant,,12
,EOPS participant,,185
,Not an EOPS/CARE participant,,"4,330"
Compton Total,,,"14,077"
,EOPS and CARE participant,,239
,EOPS participant,,788
,Not an EOPS/CARE participant,,"13,050"
Contra Costa Total,,,"11,337"
,EOPS and CARE participant,,57
,EOPS participant,,491
,Not an EOPS/CARE participant,,"10,789"
Copper Mountain College Total,,,"3,152"
,EOPS and CARE participant,,24
,EOPS participant,,110
,Not an EOPS/CARE participant,,"3,018"
Cosumnes River Total,,,"19,858"
,EOPS and CARE participant,,57
,EOPS participant,,624
,Not an EOPS/CARE participant,,"19,177"
Crafton Hills Total,,,"6,877"
,EOPS and CARE participant,,31
,EOPS participant,,380
,Not an EOPS/CARE participant,,"6,466"
Cuesta Total,,,"14,763"
,EOPS and CARE participant,,48
,EOPS participant,,222
,Not an EOPS/CARE participant,,"14,493"
Cuyamaca Total,,,"13,215"
,EOPS and CARE participant,,59
,EOPS participant,,452
,Not an EOPS/CARE participant,,"12,704"
Cypress Total,,,"19,916"
,EOPS and CARE participant,,56
,EOPS participant,,461
,Not an EOPS/CARE participant,,"19,399"
Deanza Total,,,"37,104"
,EOPS and CARE participant,,35
,EOPS participant,,686
,Not an EOPS/CARE participant,,"36,383"
Desert Total,,,"12,844"
,EOPS and CARE participant,,49
,EOPS participant,,248
,Not an EOPS/CARE participant,,"12,547"
Diablo Valley Total,,,"28,773"
,EOPS and CARE participant,,44
,EOPS participant,,632
,Not an EOPS/CARE participant,,"28,097"
East LA Total,,,"56,410"
,EOPS and CARE participant,,105
,EOPS participant,,"1,731"
,Not an EOPS/CARE participant,,"54,574"
El Camino Total,,,"32,182"
,EOPS and CARE participant,,111
,EOPS participant,,946
,Not an EOPS/CARE participant,,"31,125"
Evergreen Valley Total,,,"15,039"
,EOPS and CARE participant,,54
,EOPS participant,,648
,Not an EOPS/CARE participant,,"14,337"
Feather River Total,,,"2,869"
,EOPS and CARE participant,,12
,EOPS participant,,176
,Not an EOPS/CARE participant,,"2,681"
Folsom Lake Total,,,"11,719"
,EOPS and CARE participant,,31
,EOPS participant,,161
,Not an EOPS/CARE participant,,"11,527"
Foothill Total,,,"27,557"
,EOPS and CARE participant,,22
,EOPS participant,,407
,Not an EOPS/CARE participant,,"27,128"
Fresno City Total,,,"30,573"
,EOPS and CARE participant,,136
,EOPS participant,,"1,211"
,Not an EOPS/CARE participant,,"29,226"
Fullerton Total,,,"27,515"
,EOPS and CARE participant,,113
,EOPS participant,,"1,077"
,Not an EOPS/CARE participant,,"26,325"
Gavilan Total,,,"11,413"
,EOPS and CARE participant,,110
,EOPS participant,,257
,Not an EOPS/CARE participant,,"11,046"
Glendale Total,,,"27,647"
,EOPS and CARE participant,,24
,EOPS participant,,"1,832"
,Not an EOPS/CARE participant,,"25,791"
Golden West Total,,,"16,018"
,EOPS and CARE participant,,35
,EOPS participant,,967
,Not an EOPS/CARE participant,,"15,016"
Grossmont Total,,,"23,730"
,EOPS and CARE participant,,101
,EOPS participant,,849
,Not an EOPS/CARE participant,,"22,780"
Hartnell Total,,,"13,096"
,EOPS and CARE participant,,97
,EOPS participant,,480
,Not an EOPS/CARE participant,,"12,519"
Imperial Total,,,"9,829"
,EOPS and CARE participant,,167
,EOPS participant,,973
,Not an EOPS/CARE participant,,"8,689"
Irvine Total,,,"20,240"
,EOPS and CARE participant,,37
,EOPS participant,,545
,Not an EOPS/CARE participant,,"19,658"
LA City Total,,,"30,116"
,EOPS and CARE participant,,64
,EOPS participant,,"2,246"
,Not an EOPS/CARE participant,,"27,806"
LA Harbor Total,,,"12,800"
,EOPS and CARE participant,,61
,EOPS participant,,434
,Not an EOPS/CARE participant,,"12,305"
LA ITV Total,,,"1,655"
,Not an EOPS/CARE participant,,"1,655"
LA Mission Total,,,"13,585"
,EOPS and CARE participant,,36
,EOPS participant,,501
,Not an EOPS/CARE participant,,"13,048"
LA Pierce Total,,,"28,040"
,EOPS and CARE participant,,17
,EOPS participant,,808
,Not an EOPS/CARE participant,,"27,215"
LA Swest Total,,,"11,920"
,EOPS and CARE participant,,61
,EOPS participant,,552
,Not an EOPS/CARE participant,,"11,307"
LA Trade Total,,,"23,274"
,EOPS and CARE participant,,158
,EOPS participant,,"1,627"
,Not an EOPS/CARE participant,,"21,489"
LA Valley Total,,,"26,732"
,EOPS and CARE participant,,67
,EOPS participant,,"1,026"
,Not an EOPS/CARE participant,,"25,639"
Lake Tahoe Total,,,"5,135"
,EOPS and CARE participant,,10
,EOPS participant,,98
,Not an EOPS/CARE participant,,"5,027"
Laney Total,,,"19,845"
,EOPS and CARE participant,,145
,EOPS participant,,557
,Not an EOPS/CARE participant,,"19,143"
Las Positas Total,,,"11,427"
,EOPS and CARE participant,,19
,EOPS participant,,177
,Not an EOPS/CARE participant,,"11,231"
Lassen Total,,,"4,296"
,EOPS and CARE participant,,18
,EOPS participant,,202
,Not an EOPS/CARE participant,,"4,076"
Lemoore College Total,,,"5,791"
,EOPS and CARE participant,,12
,EOPS participant,,156
,Not an EOPS/CARE participant,,"5,623"
Long Beach Total,,,"31,266"
,EOPS and CARE participant,,116
,EOPS participant,,"1,159"
,Not an EOPS/CARE participant,,"29,991"
Los Medanos Total,,,"12,508"
,EOPS and CARE participant,,74
,EOPS participant,,455
,Not an EOPS/CARE participant,,"11,979"
Marin Total,,,"11,044"
,EOPS and CARE participant,,20
,EOPS participant,,288
,Not an EOPS/CARE participant,,"10,736"
Mendocino Total,,,"5,825"
,EOPS and CARE participant,,10
,EOPS participant,,222
,Not an EOPS/CARE participant,,"5,593"
Merced Total,,,"15,118"
,EOPS and CARE participant,,77
,EOPS participant,,921
,Not an EOPS/CARE participant,,"14,120"
Merritt Total,,,"10,855"
,EOPS and CARE participant,,73
,EOPS participant,,471
,Not an EOPS/CARE participant,,"10,311"
MiraCosta Total,,,"24,332"
,EOPS and CARE participant,,53
,EOPS participant,,525
,Not an EOPS/CARE participant,,"23,754"
Mission Total,,,"15,790"
,EOPS and CARE participant,,27
,EOPS participant,,320
,Not an EOPS/CARE participant,,"15,443"
Modesto Total,,,"22,972"
,EOPS and CARE participant,,65
