Year,College,Retention Rate,Success Rate
2012,Alameda,0.782860824742268,0.6585051546391752
2012,Allan Hancock,0.8149122807017544,0.662719298245614
2012,American River,0.8069155891326456,0.6635188144704344
2012,Antelope Valley,0.8129055515501081,0.6719538572458543
2012,Bakersfield,0.7705696202531646,0.5213607594936709
2012,Barstow,0.8209606986899564,0.7292576419213974
2012,Berkeley City,0.6695023394300298,0.5487026797107614
2012,Butte,0.9108099590293098,0.7157264418531358
2012,Cabrillo,0.7696428571428572,0.5669642857142857
2012,Canada,0.8303108808290155,0.6541450777202072
2012,Canyons,0.8803743045017703,0.6365705614567526
2012,Cerritos,0.7098793026374609,0.524810013410818
2012,Cerro Coso,0.7966292134831461,0.5842696629213483
2012,Chabot Hayward,0.767219387755102,0.5867346938775511
2012,Chaffey,0.8140969162995595,0.5944199706314244
2012,Citrus,0.8872993719469644,0.6350314026517795
2012,Clovis,nan,nan
2012,Coalinga College,0.734341252699784,0.5377969762419006
2012,Coastline,0.7577608142493639,0.6142493638676845
2012,Columbia,0.8575418994413407,0.7206703910614525
2012,Compton,0.7893890675241158,0.6270096463022508
2012,Contra Costa,0.8322368421052632,0.6762218045112782
2012,Copper Mountain College,0.8149882903981265,0.6627634660421545
2012,Cosumnes River,0.762739370334307,0.5618305744888024
2012,Crafton Hills,0.827433628318584,0.683944374209861
2012,Cuesta,0.7952142459654981,0.612409571508069
2012,Cuyamaca,0.8411910669975186,0.6679900744416873
2012,Cypress,0.7300817933959406,0.571644956073917
2012,Deanza,0.80327309921582,0.6412092283214001
2012,Desert,0.7184765826042203,0.46217189912506434
2012,Diablo Valley,0.7547793249940996,0.6193061128156715
2012,East LA,0.7354188759278897,0.5446712619300106
2012,El Camino,0.7476439790575916,0.5768137621540763
2012,Evergreen Valley,0.7973903588256614,0.6458861906487858
2012,Feather River,0.9134615384615384,0.6634615384615384
2012,Folsom Lake,0.8285714285714286,0.7111801242236024
2012,Foothill,0.7961716449305848,0.5755153554901136
2012,Fresno City,0.8615219144931433,0.581339069642377
2012,Fullerton,0.7661290322580645,0.6221198156682027
2012,Gavilan,0.791701244813278,0.6224066390041494
2012,Glendale,0.7539144050104384,0.5900313152400835
2012,Golden West,0.7728459530026109,0.5832898172323759
2012,Grossmont,0.7924995577569433,0.6102954183619317
2012,Hartnell,0.8037835459744831,0.6673999120105587
2012,Imperial,0.8405797101449275,0.6836798991808444
2012,Irvine,0.8467645891226677,0.6768558951965066
2012,LA City,0.6660887656033287,0.46081830790568656
2012,LA Harbor,0.7749152542372881,0.6271186440677966
2012,LA Mission,0.7082611207394569,0.5049104563835933
2012,LA Pierce,0.7610988471915624,0.5955359332842777
2012,LA Swest,0.7295173961840629,0.500561167227834
2012,LA Trade,0.6674846625766871,0.43803680981595094
2012,LA Valley,0.7102380052890064,0.49527767283717417
2012,Lake Tahoe,0.8873994638069705,0.7050938337801609
2012,Laney,0.7474489795918368,0.6027696793002916
2012,Las Positas,0.7743157894736842,0.6202105263157894
2012,Lassen,0.8713450292397661,0.6666666666666666
2012,Lemoore College,0.8029801324503312,0.6473509933774835
2012,Long Beach,0.7827046106331348,0.613721597176263
2012,Los Medanos,0.828936170212766,0.7140425531914893
2012,Madera,nan,nan
2012,Marin,0.802547770700637,0.6587807097361238
2012,Mendocino,0.9009546539379475,0.7494033412887828
2012,Merced,0.7688679245283019,0.5256064690026954
2012,Merritt,0.75,0.6393805309734514
2012,MiraCosta,0.7647473560517039,0.6209165687426557
2012,Mission,0.7953020134228188,0.5914429530201343
2012,Modesto,0.7776859504132232,0.5892561983471074
2012,Monterey,0.7951874650251819,0.6558477895914941
2012,Moorpark,0.7450553134428428,0.5663761314113309
2012,Moreno Valley,0.7243027888446215,0.5155378486055777
2012,Mt San Antonio,0.7928184667996581,0.5743801652892562
2012,Mt. San Jacinto,0.8064288237371954,0.6623101377605086
2012,Napa,0.8376161837069437,0.7178786221979223
2012,Norco College,0.8100428182172051,0.7138964577656676
2012,Ohlone,0.8376623376623377,0.7462121212121212
2012,Orange Coast,0.7473055295220243,0.5716963448922212
2012,Oxnard,0.7799684542586751,0.6301261829652997
2012,Palo Verde,0.7517241379310344,0.5655172413793104
2012,Palomar,0.8510306058713304,0.5491880074953154
2012,Pasadena,0.8291666666666667,0.657421875
2012,Porterville,0.8524096385542169,0.6686746987951807
2012,Redwoods,0.8341531974701335,0.6331693605059733
2012,Reedley College,0.9129577464788733,0.7005633802816902
2012,Rio Hondo,0.7830665543386689,0.6120471777590565
2012,Riverside,0.7482710926694329,0.5452282157676348
2012,Sacramento City,0.7529311447452569,0.559155830313366
2012,Saddleback,0.7443344334433444,0.5586358635863586
2012,San Bernardino,0.7708417237213049,0.5932339911397503
2012,San Diego City,0.7537338201128443,0.49120477928974443
2012,San Diego Mesa,0.8016308168142837,0.6450161675804864
2012,San Diego Miramar,0.8220880681818182,0.6509232954545454
2012,San Francisco,0.8065502183406114,0.611353711790393
2012,San Joaquin Delta,0.7968909797504602,0.5894866025772142
2012,San Jose City,0.7330396475770925,0.5731277533039647
2012,San Mateo,0.7838479809976246,0.6567695961995249
2012,Santa Ana,0.7339520494972931,0.5617427171951533
2012,Santa Barbara,0.8905336969224776,0.7021815348656019
2012,Santa Monica,0.7777026265359035,0.5336489685492053
2012,Santa Rosa,0.7815141492098493,0.6212789415656009
2012,Santiago Canyon,0.7686025408348457,0.5916515426497277
2012,Sequoias,0.8528138528138528,0.6007696007696007
2012,Shasta,0.787740164684355,0.5850869167429095
2012,Sierra,0.7903406963684013,0.6280419318607263
2012,Siskiyous,0.7532467532467533,0.564935064935065
2012,Skyline,0.8075949367088607,0.6613924050632911
2012,Solano,0.8050914876690533,0.5533015115354017
2012,Southwestern,0.8067402326274977,0.592901878914405
2012,Taft,0.7410926365795725,0.47980997624703087
2012,Ventura,0.7615878843506195,0.5741165672326756
2012,Victor Valley,0.9026315789473685,0.6852631578947368
2012,West LA,0.6519129782445612,0.44036009002250565
2012,West Valley,0.7726750861079219,0.6257175660160735
2012,Woodland,0.816017316017316,0.6536796536796536
2012,Yuba,0.8003369839932604,0.5770850884582982
2013,Alameda,0.8271186440677966,0.6875706214689266
2013,Allan Hancock,0.801007556675063,0.6389588581024349
2013,American River,0.8302296710117939,0.680633147113594
2013,Antelope Valley,0.8411214953271028,0.6939252336448598
2013,Bakersfield,0.8210048848569435,0.5575715282623867
2013,Barstow,0.9097222222222222,0.8611111111111112
2013,Berkeley City,0.6883169934640523,0.5657679738562091
2013,Butte,0.9239263803680982,0.7095092024539877
2013,Cabrillo,0.7742224880382775,0.5648923444976076
2013,Canada,0.8031704095112285,0.6010568031704095
2013,Canyons,0.8426013195098964,0.6510367577756834
2013,Cerritos,0.7099586966498393,0.5422212023864158
2013,Cerro Coso,0.7895424836601307,0.6366013071895424
2013,Chabot Hayward,0.7815679233991621,0.6023339317773788
2013,Chaffey,0.8459376596831886,0.6456310679611651
2013,Citrus,0.8744465528146742,0.6170145477545858
2013,Clovis,nan,nan
2013,Coalinga College,0.698905109489051,0.551094890510949
2013,Coastline,0.7604761904761905,0.6180952380952381
2013,Columbia,0.896774193548387,0.7935483870967742
2013,Compton,0.7519051651143099,0.5723962743437765
2013,Contra Costa,0.8550794415021666,0.6682715454983149
2013,Copper Mountain College,0.7972350230414746,0.6290322580645161
2013,Cosumnes River,0.7431657104286197,0.5464056699291259
2013,Crafton Hills,0.878132118451025,0.6873576309794989
2013,Cuesta,0.8287390029325513,0.635483870967742
2013,Cuyamaca,0.8671497584541062,0.6995169082125604
2013,Cypress,0.7597941092364884,0.5882184729768373
2013,Deanza,0.8281167667825904,0.6663505111181368
2013,Desert,0.7026060296371998,0.4793050587634134
2013,Diablo Valley,0.7552670538663022,0.6194055346771439
2013,East LA,0.7727146042363434,0.5707915273132664
2013,El Camino,0.7587637716411504,0.5837745027900987
2013,Evergreen Valley,0.8420560747663551,0.7034267912772586
2013,Feather River,0.9441176470588235,0.8058823529411765
2013,Folsom Lake,0.8312684365781711,0.695575221238938
2013,Foothill,0.8383162863886703,0.6107395751376868
2013,Fresno City,0.8965014577259475,0.6175898931000972
2013,Fullerton,0.795572422517394,0.6302340290955092
2013,Gavilan,0.8029678483099753,0.6331409727947238
2013,Glendale,0.7630662020905923,0.6105027376804381
2013,Golden West,0.7891243298442686,0.6116926219045188
2013,Grossmont,0.7986610878661088,0.5968200836820083
2013,Hartnell,0.8335451080050826,0.7043625582380347
2013,Imperial,0.8527980535279805,0.7074209245742092
2013,Irvine,0.8540106951871658,0.6755793226381461
2013,LA City,0.744916820702403,0.5371534195933456
2013,LA Harbor,0.7773109243697479,0.623249299719888
2013,LA Mission,0.7880405766150561,0.5830218900160171
2013,LA Pierce,0.8080733036156513,0.6471025260029718
2013,LA Swest,0.7960457856399584,0.6212278876170656
2013,LA Trade,0.7546699875466999,0.5367372353673724
2013,LA Valley,0.7527847646424721,0.5195831836148042
2013,Lake Tahoe,0.8579881656804734,0.6686390532544378
2013,Laney,0.7707594038325053,0.6330731014904187
2013,Las Positas,0.7758064516129032,0.6024193548387097
2013,Lassen,0.875,0.5654761904761905
2013,Lemoore College,0.7622585438335809,0.6344725111441307
2013,Long Beach,0.7685918485609426,0.592814371257485
2013,Los Medanos,0.8456937799043063,0.7045454545454546
2013,Madera,nan,nan
2013,Marin,0.8414738646101114,0.6820908311910883
2013,Mendocino,0.8849740932642487,0.7398963730569948
2013,Merced,0.7730609639323333,0.5129269071177784
2013,Merritt,0.7991071428571429,0.6852678571428571
2013,MiraCosta,0.7302719572001783,0.5954079358002675
2013,Mission,0.7885783718104495,0.5787768327257999
2013,Modesto,0.8007231820008035,0.6139011651265569
2013,Monterey,0.8005420054200542,0.6075880758807588
2013,Moorpark,0.7624218982445701,0.5827134781315085
2013,Moreno Valley,0.7324388318863457,0.5295974743488555
2013,Mt San Antonio,0.7847009735744089,0.5484005563282337
2013,Mt. San Jacinto,0.8216312056737589,0.6450354609929078
2013,Napa,0.8664529914529915,0.7126068376068376
2013,Norco College,0.8457927049476345,0.7295052365474901
2013,Ohlone,0.8413111342351717,0.735952133194589
2013,Orange Coast,0.7850282857518748,0.6209709248783055
2013,Oxnard,0.8312267657992565,0.6312267657992565
2013,Palo Verde,0.762589928057554,0.5323741007194245
2013,Palomar,0.8830782944584757,0.5745060169365622
2013,Pasadena,0.8293125533731853,0.6561699402220325
2013,Porterville,0.8792270531400966,0.7278582930756844
2013,Redwoods,0.8560860793544048,0.67182246133154
2013,Reedley College,0.9191832039114178,0.6988783433994823
2013,Rio Hondo,0.8087649402390438,0.648207171314741
2013,Riverside,0.765288856659415,0.5680444766739183
2013,Sacramento City,0.7471190781049936,0.5514297908664105
2013,Saddleback,0.7624639472599918,0.5646889163576432
2013,San Bernardino,0.8349705304518664,0.6208251473477406
2013,San Diego City,0.7749216300940439,0.5163009404388714
2013,San Diego Mesa,0.8347763347763347,0.6715728715728716
2013,San Diego Miramar,0.8337300238014281,0.6147568854131248
2013,San Francisco,0.8217665615141956,0.6343120601795681
2013,San Joaquin Delta,0.8732057416267942,0.634688995215311
2013,San Jose City,0.78009162848813,0.6189087880049979
2013,San Mateo,0.7573673870333988,0.6247544204322201
2013,Santa Ana,0.7513375203535706,0.5959525471039777
2013,Santa Barbara,0.9018342391304348,0.7216372282608695
2013,Santa Monica,0.713886091529596,0.5101264406400358
2013,Santa Rosa,0.7990368586775328,0.6345619559177625
2013,Santiago Canyon,0.7808179723502304,0.6160714285714286
2013,Sequoias,0.8614431164231962,0.5998229305002213
2013,Shasta,0.82907133243607,0.6177658142664872
2013,Sierra,0.8053256567110472,0.6468154012234617
2013,Siskiyous,0.8547945205479452,0.6904109589041096
2013,Skyline,0.7864157119476268,0.6166121112929623
2013,Solano,0.7922687861271677,0.576228323699422
2013,Southwestern,0.891350531107739,0.6528072837632777
2013,Taft,0.7424892703862661,0.4742489270386266
2013,Ventura,0.8034903179536218,0.608415013148458
2013,Victor Valley,0.9088500264970854,0.6926338102808691
2013,West LA,0.6792982456140351,0.4842105263157895
2013,West Valley,0.7988372093023256,0.6534883720930232
2013,Woodland,0.8075657894736842,0.6398026315789473
2013,Yuba,0.7804459691252144,0.5926243567753001
2014,Alameda,0.7830858618463525,0.5939315687540349
2014,Allan Hancock,0.7881594844945631,0.6286749899315345
2014,American River,0.8313609467455622,0.6938648396138275
2014,Antelope Valley,0.825951341235184,0.6796631316281971
2014,Bakersfield,0.8182114882506527,0.556135770234987
2014,Barstow,nan,nan
2014,Berkeley City,0.7113172541743971,0.5951762523191094
2014,Butte,0.9156593406593406,0.7071428571428572
2014,Cabrillo,0.7611260053619303,0.5670241286863271
2014,Canada,0.8098710039259674,0.6522714526079642
2014,Canyons,0.8531838375290882,0.6862703617516395
2014,Cerritos,0.7375824175824176,0.5439560439560439
2014,Cerro Coso,0.7831168831168831,0.6428571428571429
2014,Chabot Hayward,0.7708275671187379,0.574868530307224
2014,Chaffey,0.8590589270008795,0.633245382585752
2014,Citrus,0.817283950617284,0.5669753086419753
2014,Clovis,nan,nan
2014,Coalinga College,0.7392923649906891,0.6145251396648045
2014,Coastline,0.7754611066559743,0.6226944667201283
2014,Columbia,0.8691588785046729,0.780373831775701
2014,Compton,0.7549627791563276,0.6042183622828784
2014,Contra Costa,0.8443506797937178,0.6957337083919363
2014,Copper Mountain College,0.8536585365853658,0.6496674057649667
2014,Cosumnes River,0.7492635024549918,0.5675941080196399
2014,Crafton Hills,0.896969696969697,0.701010101010101
2014,Cuesta,0.8217679239850274,0.6541894615606104
2014,Cuyamaca,0.8653569717297557,0.6732151413512218
2014,Cypress,0.7456565081173455,0.5582455140985474
2014,Deanza,0.8419299485212476,0.6737660240234178
2014,Desert,0.7458445040214478,0.528686327077748
2014,Diablo Valley,0.7738205842882213,0.6469495199752245
2014,East LA,0.7589010372862349,0.5529857022708158
2014,El Camino,0.7554535017221584,0.5633371603520857
2014,Evergreen Valley,0.8413685847589425,0.702954898911353
2014,Feather River,0.9212827988338192,0.6997084548104956
2014,Folsom Lake,0.8145809414466131,0.6802525832376579
2014,Foothill,0.8539153743059544,0.6329695577254452
2014,Fresno City,0.8800433839479392,0.6039045553145336
2014,Fullerton,0.7781495154591601,0.6003691739732349
2014,Gavilan,0.855686274509804,0.6737254901960784
